Age,Height,Weight,Overall,Potential,PreferredFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,PositionClass
30,177,64,65,65,Left,3,Medium,Medium,78,62,65,67,62,65,59,59,60,68,62,64,66,68,65,65,82,74,85,63,78,66,70,76,59,65,66,61,63,65,60,67,63,64,57,11,12,13,13,7,MF
32,187,80,65,65,Right,2,Low,Medium,56,48,53,51,65,72,46,43,67,57,40,49,45,37,51,52,49,62,53,61,49,64,50,65,82,48,63,65,46,58,40,58,64,66,64,9,10,15,10,15,DE
24,181,72,65,70,Right,4,Medium,Medium,90,56,60,66,54,66,61,55,53,62,46,66,61,55,53,64,90,90,81,59,70,60,69,76,65,54,55,51,59,60,57,58,55,55,53,5,8,8,10,12,MF
30,185,80,65,65,Right,2,Low,High,54,32,39,43,70,66,31,27,60,52,31,35,38,37,33,47,54,54,53,59,55,46,69,64,72,31,51,61,21,28,41,52,77,72,66,12,10,13,15,6,DE
20,177,64,65,75,Right,2,Medium,Medium,74,37,63,71,60,56,65,32,49,69,42,70,55,49,64,72,76,72,80,58,78,48,74,58,52,34,61,59,45,54,31,57,57,65,63,8,14,8,6,10,DE
25,176,72,65,68,Right,3,High,Medium,80,65,60,63,27,70,56,65,53,65,62,58,57,58,56,62,78,82,74,70,76,68,80,84,69,63,51,24,67,58,64,71,23,24,26,10,5,9,8,10,FO
24,188,79,65,70,Left,3,Medium,Medium,74,56,60,64,64,69,61,58,63,63,52,64,63,53,61,65,73,75,63,64,54,58,73,81,67,52,60,64,62,54,50,60,65,64,64,14,12,11,10,9,DE
21,186,75,65,78,Right,2,Medium,Medium,67,51,65,67,56,61,52,48,48,75,49,67,49,51,70,68,66,68,68,62,72,58,56,73,57,52,55,49,54,62,48,57,54,62,63,11,14,6,5,12,MF
25,180,73,65,68,Right,3,High,Medium,71,68,56,69,24,56,40,70,58,65,67,70,62,42,52,68,75,68,75,62,70,70,70,63,59,62,36,20,56,60,69,51,18,22,21,9,12,11,5,7,FO
21,184,75,65,78,Right,2,Medium,Medium,62,46,61,62,63,51,46,41,51,69,36,60,46,44,67,66,64,60,61,66,64,59,60,48,45,45,67,63,51,63,43,45,60,68,67,9,12,12,13,15,MF
19,172,63,65,82,Left,3,Medium,Medium,74,52,67,67,54,58,55,52,42,74,45,65,55,51,72,65,76,73,76,59,84,57,49,70,53,49,60,53,55,70,46,67,56,57,56,10,9,7,6,10,MF
20,183,76,65,74,Right,2,Medium,Medium,67,62,59,67,28,62,66,63,54,63,53,70,61,46,54,69,65,69,61,56,64,71,50,66,66,55,52,23,60,52,49,53,22,28,32,7,14,13,12,10,MF
38,180,78,65,65,Right,1,Medium,Medium,63,61,64,66,53,64,23,20,12,38,13,18,16,33,45,20,52,54,55,65,58,48,69,36,70,20,27,11,13,60,34,64,11,19,21,63,61,64,64,66,GK
26,180,78,65,69,Right,2,Medium,High,58,31,48,57,67,65,60,33,65,57,28,55,39,35,41,60,54,62,53,60,54,25,70,63,70,25,55,67,51,33,40,64,65,70,67,5,11,8,8,9,DE
25,181,82,65,68,Left,2,Medium,Medium,54,54,62,61,64,71,60,52,66,68,54,60,60,50,69,64,57,52,54,63,61,65,63,69,78,48,60,63,53,54,53,65,64,65,62,11,12,8,14,7,MF
24,182,72,65,71,Left,2,Medium,Low,85,60,57,66,28,66,59,60,52,55,60,70,63,52,55,62,87,84,68,61,63,66,61,68,67,58,62,25,57,60,52,55,19,31,30,12,9,7,11,14,MF
34,178,76,65,65,Right,3,Medium,Medium,73,52,57,63,58,68,66,56,53,62,31,63,43,43,51,61,75,71,66,58,69,55,64,75,68,45,61,63,61,49,41,64,58,57,56,7,10,8,10,16,DE
30,191,80,65,65,Left,2,High,Low,57,66,54,59,36,65,50,67,65,58,64,60,60,49,52,64,55,58,51,61,34,74,72,53,77,59,49,26,67,52,56,65,27,40,42,12,5,14,9,6,FO
25,173,75,65,69,Right,3,Medium,Medium,80,42,55,60,60,62,64,48,55,60,28,55,40,35,50,62,78,81,71,61,70,26,61,63,67,45,47,60,59,51,40,55,58,65,60,13,8,11,10,8,DE
20,178,68,65,77,Right,3,High,Medium,68,59,61,68,54,57,51,57,48,66,50,68,59,46,64,66,71,66,73,63,79,58,51,75,49,68,58,60,62,66,55,65,53,55,49,9,8,15,12,10,MF
22,182,72,65,74,Right,3,Medium,High,72,49,63,71,60,68,55,48,55,73,46,72,57,45,57,71,75,70,76,64,71,55,64,75,65,44,67,56,59,65,49,58,63,62,60,7,6,15,13,12,MF
21,185,70,65,75,Right,2,Medium,Medium,61,47,59,60,64,63,53,41,62,66,49,56,46,36,64,63,61,61,63,62,64,58,62,66,62,52,64,64,42,59,41,58,64,65,62,6,15,14,8,14,MF
30,182,75,65,65,Right,1,Medium,Medium,64,63,64,70,49,65,17,12,19,27,13,13,19,15,19,18,50,48,57,55,59,48,78,38,52,16,33,22,14,39,15,42,21,20,12,64,63,64,65,70,GK
26,182,75,65,65,Left,2,Medium,Medium,65,35,47,42,67,60,51,25,61,53,57,23,35,50,45,61,64,65,45,61,62,48,79,36,69,41,65,64,23,38,47,58,72,66,65,13,19,15,16,18,DE
26,192,79,65,69,Right,1,Medium,Medium,63,67,64,64,44,65,20,11,21,33,14,24,27,21,46,35,41,48,45,59,32,48,60,39,61,18,24,18,7,31,23,46,10,23,22,63,67,64,65,64,GK
28,170,73,65,65,Right,2,Medium,Medium,68,39,54,61,64,62,55,34,55,61,31,62,48,39,58,57,67,68,60,65,74,47,62,64,63,37,58,62,54,41,50,58,64,67,68,9,7,9,14,7,DE
25,180,84,65,68,Right,2,Medium,Medium,69,46,58,60,63,77,61,47,63,61,28,59,51,59,57,60,71,68,64,63,61,61,80,83,76,35,69,60,50,50,31,61,63,66,63,7,6,7,11,7,DE
31,191,80,65,65,Right,1,Medium,Medium,65,63,63,67,51,65,12,9,10,45,7,9,12,11,48,11,53,48,39,61,26,47,31,20,67,5,31,7,8,63,14,33,8,11,11,65,63,63,65,67,GK
27,177,71,65,65,Left,3,High,High,66,58,63,66,65,66,57,58,55,67,58,67,55,65,61,65,65,67,60,66,77,55,72,70,65,55,60,64,67,67,66,55,66,68,67,11,9,7,15,6,MF
30,183,73,65,65,Right,3,Medium,High,64,55,58,62,63,69,52,52,48,63,44,59,48,51,58,65,63,65,70,60,66,61,66,80,64,61,67,66,55,60,40,56,66,65,59,7,13,15,10,15,MF
31,183,78,65,65,Right,2,Medium,Medium,75,54,57,63,58,71,61,51,57,62,51,60,54,45,53,66,76,75,70,61,67,52,56,72,74,59,68,57,60,53,59,48,57,59,60,11,10,9,13,11,DE
26,180,73,65,65,Left,3,Medium,Medium,69,56,68,71,31,60,73,45,55,66,47,71,77,75,76,72,74,65,81,59,68,72,63,64,65,61,44,44,67,58,67,62,26,22,22,9,8,7,9,7,MF
27,185,75,65,65,Right,2,Medium,Medium,67,37,57,62,62,74,60,28,52,61,34,61,58,48,60,61,67,67,64,60,74,59,74,73,78,32,67,63,54,48,40,61,63,63,62,8,13,7,5,13,DE
21,180,72,65,78,Right,3,High,Medium,85,64,61,66,27,56,54,68,46,66,43,66,59,39,63,65,85,85,78,55,73,74,47,68,55,54,46,26,67,64,51,59,20,28,26,14,10,21,6,11,MF
19,180,72,65,75,Right,2,Medium,Medium,79,49,56,63,58,70,63,50,44,54,30,65,40,31,50,54,80,78,80,60,65,55,74,80,70,48,55,62,60,66,32,62,53,64,60,13,8,6,8,14,DE
28,186,81,65,65,Right,2,Medium,High,62,33,51,53,64,75,47,27,58,64,38,39,31,38,56,66,61,62,60,62,65,46,77,80,74,30,70,63,29,39,48,59,64,66,64,8,9,10,8,9,MF
26,184,87,65,70,Right,2,Medium,High,50,37,55,56,62,78,54,35,59,64,29,53,31,30,62,57,49,50,58,64,59,44,79,72,88,30,61,62,50,45,41,61,60,64,62,12,10,6,7,15,DE
22,185,77,65,72,Right,2,Medium,High,57,28,44,52,64,69,32,28,63,59,29,45,35,28,49,60,55,58,55,62,57,37,75,64,74,20,60,63,25,34,35,54,63,67,64,5,6,8,13,11,DE
22,189,79,65,72,Right,3,Medium,Medium,73,64,58,68,20,66,56,65,60,62,62,72,57,55,47,67,72,74,71,57,48,68,72,62,72,57,52,16,62,60,67,69,13,18,15,7,12,10,7,7,FO
23,192,88,65,72,Left,2,Medium,Medium,56,41,52,56,64,74,42,38,64,59,31,52,35,36,59,60,57,55,58,64,52,55,65,70,82,35,62,64,42,54,41,57,66,63,61,11,12,13,12,13,DE
22,170,62,65,74,Left,3,Medium,Medium,73,62,62,66,36,50,58,66,35,64,46,69,58,66,58,64,74,73,71,63,55,49,53,34,58,66,49,25,65,63,65,58,20,58,45,10,6,9,13,6,MF
23,185,75,65,71,Right,2,Medium,Medium,62,30,52,51,65,69,32,21,59,64,25,45,52,57,60,54,59,65,50,63,58,39,84,59,76,36,59,66,36,44,41,62,66,66,63,12,13,13,15,13,DE
29,183,70,65,65,Right,2,Medium,High,50,45,57,61,62,74,48,42,58,65,38,58,41,36,62,64,54,46,69,62,64,52,82,81,72,45,68,62,44,58,45,55,62,63,62,9,12,10,8,9,MF
23,173,66,65,74,Left,3,Medium,Medium,66,61,62,70,35,47,54,66,35,67,38,72,42,65,58,67,67,65,80,53,81,51,48,60,45,67,36,23,55,67,66,54,34,41,40,8,12,9,13,13,MF
20,185,73,65,81,Left,2,Medium,Medium,63,63,69,61,62,62,68,53,56,69,54,59,76,77,67,65,64,62,63,59,58,77,56,56,65,74,63,63,53,66,64,63,61,65,63,9,7,15,6,13,MF
22,170,70,65,72,Right,2,Low,High,60,34,58,60,62,60,41,26,45,69,35,58,44,41,70,59,63,57,65,63,79,53,65,65,58,32,57,65,34,53,42,58,63,64,59,9,10,9,15,9,MF
31,188,90,65,65,Right,2,Medium,High,51,65,52,62,35,75,39,67,68,60,63,60,55,46,43,66,47,55,58,64,50,69,81,56,86,57,71,40,67,58,62,66,29,31,20,8,16,13,9,8,FO
24,182,85,65,72,Right,3,Medium,Medium,56,70,45,58,24,64,20,72,70,58,60,58,33,65,50,62,52,60,51,60,64,67,63,63,70,70,48,19,64,41,70,49,22,17,19,12,11,6,13,6,FO
20,184,77,65,72,Left,3,Medium,Medium,66,65,65,66,22,62,64,67,55,68,55,66,58,60,63,70,63,68,62,60,64,64,72,65,66,64,48,21,66,64,64,62,18,16,18,6,10,6,12,8,MF
32,179,80,65,65,Left,2,Medium,High,36,41,55,57,65,73,61,34,63,60,28,54,46,35,63,59,37,36,51,61,65,59,71,72,73,40,77,65,43,41,41,66,63,66,67,11,8,9,12,10,DE
27,183,76,65,65,Right,3,High,Medium,66,55,65,66,52,64,61,54,48,70,35,68,55,37,71,66,64,68,59,64,62,60,61,50,74,56,57,57,60,67,52,59,45,60,44,12,5,10,10,12,MF
21,185,77,65,74,Right,2,High,Medium,78,53,59,57,64,73,60,54,64,62,47,52,42,42,57,62,72,82,65,59,60,60,71,71,75,49,70,64,47,65,50,49,60,67,62,13,10,6,10,9,DE
28,178,66,65,65,Right,2,Medium,Medium,74,68,51,64,32,61,45,70,70,53,62,67,54,44,44,59,75,73,68,64,69,68,81,66,65,68,40,28,57,60,64,55,25,31,29,7,14,9,14,13,FO
33,175,62,65,65,Right,2,High,Medium,66,58,66,65,57,70,62,52,38,68,58,63,66,60,67,65,64,68,72,58,83,65,67,85,65,62,65,64,61,66,57,64,58,60,54,8,16,12,10,10,MF
23,186,74,65,70,Right,2,Medium,Medium,63,33,39,51,66,68,32,29,57,54,29,42,30,29,31,60,64,62,55,52,57,44,90,67,72,29,56,62,29,31,43,56,63,72,70,10,5,13,8,6,DE
26,190,84,65,68,Right,1,Medium,Medium,68,64,63,64,26,65,10,5,11,24,5,10,14,12,22,18,24,28,25,58,29,47,45,23,66,7,22,10,4,35,17,39,10,13,10,68,64,63,65,64,GK
23,176,70,65,71,Right,2,Medium,Medium,69,42,55,59,61,60,61,38,57,62,39,55,46,42,55,63,70,68,59,60,73,51,68,65,57,40,58,62,46,44,41,57,59,63,63,8,15,13,13,9,DE
21,175,65,65,74,Left,3,High,Medium,76,62,65,69,53,49,60,61,40,68,51,68,67,57,61,67,78,74,82,61,83,68,47,74,40,61,42,55,64,67,55,61,51,59,52,6,14,7,11,6,MF
22,191,70,65,71,Right,2,High,High,79,56,59,64,61,77,54,56,60,64,48,63,49,47,59,62,80,79,72,61,72,55,71,83,76,58,73,59,60,59,52,63,59,63,64,10,15,11,11,8,MF
28,184,76,65,65,Right,2,Medium,Medium,65,45,57,57,64,70,55,42,59,64,32,55,48,36,59,58,64,66,58,63,65,51,77,74,67,52,71,64,42,55,35,58,65,64,62,8,8,12,13,11,MF
28,177,67,65,65,Right,2,Medium,Medium,83,57,60,65,24,54,61,56,33,63,57,63,52,37,61,64,82,83,80,60,68,62,42,67,52,56,47,18,57,62,52,62,23,25,24,13,11,8,11,5,MF
34,177,65,65,65,Left,2,Medium,Medium,75,44,57,61,59,77,60,40,43,61,27,59,37,39,65,62,74,75,65,68,64,48,86,76,79,52,73,61,44,51,56,58,60,61,60,7,15,6,15,7,DE
27,177,69,65,65,Right,3,High,Medium,63,57,64,66,56,65,57,55,41,66,38,65,63,55,65,70,64,62,66,61,69,62,65,74,62,60,60,60,60,68,60,60,56,59,55,13,10,13,14,12,MF
34,182,80,65,65,Right,2,Medium,Medium,68,58,62,60,63,63,62,56,62,69,48,58,32,54,67,56,67,69,74,66,70,64,66,68,59,62,67,65,52,55,49,57,64,63,59,7,10,9,14,13,MF
22,194,90,65,75,Right,1,Medium,Medium,69,62,58,71,31,61,12,8,14,23,7,9,10,9,21,22,27,36,32,53,33,44,58,19,70,13,31,12,8,28,14,22,15,14,13,69,62,58,61,71,GK
32,174,65,65,65,Right,3,Medium,High,73,56,64,64,68,66,57,52,60,69,52,61,56,57,67,62,72,74,73,64,77,65,71,83,58,59,63,67,60,62,53,63,68,71,67,14,15,8,8,12,MF
25,187,85,65,68,Right,3,Medium,Medium,78,44,56,62,60,71,56,41,52,62,42,64,45,35,56,62,74,81,66,58,61,53,63,74,76,40,59,61,57,55,47,46,56,64,63,13,10,14,14,13,DE
21,180,75,65,74,Right,3,High,Medium,73,58,63,68,60,63,59,52,67,68,61,68,57,43,65,67,72,74,76,57,61,66,62,70,64,59,51,61,70,64,52,68,51,66,64,14,10,12,12,8,MF
27,173,71,65,66,Right,3,Medium,Medium,80,64,58,64,28,57,66,68,66,61,57,64,60,72,51,60,81,80,72,61,81,59,62,80,58,61,25,23,66,47,70,49,21,28,20,9,11,10,8,9,FO
33,188,83,65,65,Right,2,Medium,Medium,64,35,43,42,66,76,38,31,67,55,31,33,41,31,40,42,61,66,66,56,46,35,82,74,86,47,53,59,31,32,33,57,70,66,64,11,15,11,14,15,DE
26,178,74,65,66,Left,3,Medium,Low,71,69,59,66,30,57,61,69,57,62,70,68,60,54,59,65,72,71,73,49,64,68,60,53,65,69,43,20,72,52,68,51,30,27,27,15,6,8,9,8,FO
24,173,68,65,68,Right,3,High,Medium,81,58,57,68,28,58,62,61,41,57,52,68,51,45,54,67,84,79,73,57,76,63,59,66,59,52,44,25,58,59,43,64,29,24,28,10,13,9,7,8,MF
22,170,67,65,70,Right,2,Medium,Medium,72,58,63,68,55,57,57,58,51,68,52,67,60,46,64,67,71,73,76,65,70,62,61,67,49,58,65,57,64,64,47,67,52,57,57,13,12,8,9,10,MF
29,183,82,65,65,Right,2,High,Medium,72,62,55,66,29,67,40,64,66,63,60,65,54,37,49,68,70,74,70,60,70,63,71,70,71,55,53,24,68,67,64,66,30,21,22,14,10,13,7,15,FO
28,178,72,65,65,Right,2,High,Medium,76,48,56,63,59,71,68,47,48,58,23,63,67,32,51,62,77,75,70,55,71,58,68,76,73,47,60,57,57,45,40,50,61,61,62,8,15,14,9,7,DE
22,179,70,65,72,Right,3,Medium,Medium,84,62,59,66,39,53,60,63,49,63,57,65,55,50,54,65,83,85,70,57,80,66,52,62,56,58,36,38,60,57,60,58,35,40,42,12,15,6,6,7,MF
22,187,91,65,71,Right,2,Medium,High,57,26,40,46,63,81,24,17,63,55,28,42,23,31,51,50,54,60,42,60,57,46,68,69,91,26,76,60,24,26,36,50,63,63,64,13,13,8,5,11,DE
23,178,72,65,73,Left,3,Medium,Medium,79,56,60,64,59,65,64,56,54,65,62,65,59,58,55,65,80,79,74,53,44,59,58,73,68,52,50,56,57,54,55,62,57,65,61,12,12,13,15,13,MF
27,175,69,65,65,Left,3,High,Medium,79,61,63,61,54,61,56,65,43,65,53,60,64,69,62,57,80,78,84,64,60,62,60,76,57,56,50,51,62,63,53,55,57,56,58,14,14,13,13,10,MF
21,188,85,65,76,Right,2,Medium,Medium,70,46,59,62,63,77,57,42,60,64,47,60,52,40,62,63,71,69,69,56,63,59,71,81,81,43,62,61,45,57,50,55,64,64,62,11,10,10,13,9,MF
30,187,86,65,65,Right,3,Medium,Medium,80,66,59,67,49,73,58,62,53,61,59,69,67,61,62,65,76,84,72,59,66,80,53,66,79,63,70,52,63,54,60,67,41,54,47,9,13,11,14,14,FO
30,183,72,65,65,Right,2,Low,High,47,34,41,43,64,74,33,28,72,53,32,36,29,29,43,47,41,51,44,62,51,53,81,66,81,28,65,60,25,31,43,48,61,66,64,9,9,10,12,7,DE
23,186,80,65,71,Right,3,High,Medium,69,65,65,67,52,67,63,65,59,67,58,66,67,65,64,69,68,69,67,62,74,68,52,78,63,65,65,53,65,65,62,63,44,57,49,10,11,11,15,7,MF
31,180,72,65,65,Left,2,High,High,63,54,62,62,61,68,65,45,58,61,40,62,64,75,59,61,67,60,65,60,59,63,51,80,70,68,52,59,59,59,56,59,61,62,61,10,8,10,6,6,DE
21,180,75,65,75,Right,2,Medium,Medium,68,63,62,67,42,56,62,62,57,64,58,69,53,48,58,64,70,67,68,62,66,67,63,60,59,66,42,38,62,65,59,61,39,44,38,11,13,10,7,13,MF
29,175,60,65,65,Left,2,Medium,Medium,83,55,57,63,61,66,55,59,54,59,47,61,45,38,60,56,83,83,88,58,72,52,84,71,62,53,64,64,58,62,46,60,60,62,61,7,7,7,11,16,DE
19,168,65,65,79,Left,4,High,Medium,84,59,58,70,16,40,56,56,22,61,47,69,59,60,53,67,87,82,90,54,89,66,37,56,33,62,40,11,53,58,56,58,15,19,16,12,13,11,8,15,FO
24,180,75,65,68,Right,3,High,Medium,75,56,58,64,58,65,65,58,49,63,55,63,40,43,55,67,76,74,65,59,62,56,50,70,70,52,49,58,60,54,55,55,58,62,56,13,12,11,14,14,MF
23,183,68,65,72,Right,2,High,Medium,74,61,60,65,34,61,61,62,58,62,59,65,56,52,58,65,75,73,73,61,62,59,67,72,64,57,38,37,63,60,71,65,34,29,21,13,12,6,6,11,MF
29,181,73,65,65,Left,3,Medium,Medium,72,51,63,67,56,58,66,49,39,66,39,68,62,58,60,67,73,72,75,55,69,62,33,72,57,42,48,51,59,59,58,60,57,63,62,8,5,7,14,11,DE
23,189,76,65,73,Right,2,Medium,Medium,63,57,60,64,59,68,46,54,58,68,42,64,42,46,64,66,61,64,57,65,61,66,59,76,65,60,66,63,63,63,42,64,57,61,56,8,11,6,6,9,MF
27,188,74,65,66,Right,3,High,Medium,88,62,51,67,34,77,53,62,58,54,55,66,44,43,42,64,85,90,79,60,85,67,74,80,81,61,64,39,64,56,57,59,27,30,29,6,12,9,6,6,FO
25,173,72,65,68,Left,2,Medium,Medium,72,59,67,67,57,72,67,56,52,66,53,64,67,66,65,65,76,69,78,63,84,63,71,77,72,62,64,59,60,68,58,63,57,55,59,15,12,11,6,13,MF
19,180,71,65,79,Left,3,Medium,Medium,75,58,56,69,37,44,61,60,33,59,47,71,43,38,52,68,76,75,76,61,74,63,52,60,41,56,31,33,57,55,44,50,31,44,42,12,10,9,12,11,MF
28,182,70,65,65,Right,2,Medium,Medium,71,39,54,60,65,76,60,35,63,57,30,56,46,37,53,62,69,72,67,61,67,46,73,88,75,38,64,63,54,52,45,62,66,66,64,10,10,9,9,6,DE
26,191,81,65,65,Left,2,Medium,Medium,65,44,53,56,62,79,48,38,63,59,32,54,39,35,58,58,64,66,56,62,54,62,73,73,84,46,76,64,37,50,44,61,60,63,60,13,11,14,8,8,DE
27,170,73,65,65,Left,3,Medium,Medium,72,56,63,69,59,59,60,49,49,67,50,70,56,45,65,66,72,72,76,59,77,59,67,62,58,67,56,63,63,64,54,64,55,62,64,13,10,10,6,14,DE
24,178,73,65,71,Left,3,High,Medium,68,66,64,65,47,57,64,61,46,64,70,64,65,65,65,65,77,60,71,63,79,74,89,58,59,75,44,43,64,64,48,59,41,56,51,13,11,6,7,14,MF
21,193,87,65,79,Right,1,Medium,Medium,64,59,63,69,23,67,10,6,11,26,7,9,11,10,33,16,22,25,33,60,45,47,65,26,55,7,21,12,7,27,14,33,10,12,13,64,59,63,67,69,GK
21,175,63,65,78,Left,3,High,Medium,91,61,54,72,28,42,59,64,44,54,50,72,45,41,42,68,92,91,91,51,79,61,60,46,40,58,35,19,59,61,67,63,29,29,26,9,10,8,14,11,FO
33,178,76,65,65,Right,2,Medium,Medium,51,53,61,64,61,69,48,45,42,68,33,61,53,61,65,64,59,44,75,62,72,64,75,64,69,65,73,62,50,60,52,60,62,64,61,12,7,13,15,9,MF
20,174,64,65,76,Right,3,Medium,Medium,81,64,55,68,28,59,57,67,52,59,51,68,52,47,53,66,81,81,80,57,77,64,68,64,62,62,42,27,63,48,51,56,29,22,20,10,7,10,15,11,FO
21,190,85,65,76,Right,1,Medium,Medium,66,64,55,66,23,69,12,11,11,20,8,9,12,7,23,12,24,21,26,49,29,41,38,29,66,8,22,10,7,23,10,30,8,10,9,66,64,55,69,66,GK
29,178,70,65,65,Right,3,High,Medium,82,64,61,68,28,62,61,65,56,63,55,66,66,69,59,66,81,83,80,63,82,66,73,72,63,62,43,29,63,58,58,65,34,17,15,14,13,13,14,11,FO
23,188,81,65,72,Right,2,Medium,High,56,52,58,61,63,73,49,46,56,65,48,58,54,46,61,65,57,55,58,60,67,60,72,72,76,57,65,64,55,58,45,64,65,63,60,7,10,10,11,5,MF
22,180,70,65,73,Left,2,High,Medium,78,33,54,61,59,60,62,34,57,64,27,60,41,30,54,59,79,77,70,60,72,24,75,64,59,33,54,59,51,40,42,54,58,62,59,13,6,9,10,13,DE
18,176,64,65,79,Right,2,Medium,Medium,76,38,56,62,61,58,59,30,54,62,33,62,39,33,57,59,75,76,70,62,81,57,68,63,53,33,60,59,54,51,44,50,59,63,67,14,9,7,11,10,DE
26,185,80,65,68,Right,3,High,Medium,73,58,65,65,63,72,62,55,67,69,51,64,57,55,67,68,69,77,65,66,61,67,71,70,76,59,67,64,58,63,45,61,61,63,62,7,14,11,15,11,MF
22,177,75,65,70,Right,3,Medium,Medium,81,59,56,68,22,54,59,58,53,58,48,70,51,40,50,66,81,81,75,64,69,62,74,66,56,59,30,15,56,60,60,58,15,23,22,10,12,6,11,12,MF
22,188,88,65,72,Right,2,Medium,Medium,80,64,56,65,23,72,54,64,60,60,60,66,48,41,44,63,79,81,72,55,67,68,67,60,82,60,65,18,64,65,58,63,18,22,18,13,14,6,13,12,FO
37,180,74,65,65,Left,2,Medium,Medium,44,40,49,58,66,68,40,39,60,59,38,47,39,38,50,72,34,52,62,66,62,41,34,53,77,35,72,65,59,45,42,60,73,63,57,11,7,8,12,12,DE
30,182,76,65,65,Right,3,High,High,71,65,65,67,59,67,64,62,48,66,62,66,67,64,65,66,73,70,76,65,70,72,62,73,64,65,67,62,64,65,60,65,62,59,59,8,15,16,10,14,MF
33,180,78,65,65,Right,2,Medium,High,55,28,54,50,66,64,45,22,63,61,27,40,26,44,55,60,54,55,48,60,61,35,67,62,63,25,66,65,55,60,35,58,67,68,65,11,5,11,12,12,DE
30,188,86,65,65,Right,3,High,Medium,68,46,57,59,60,70,63,44,56,61,31,57,55,52,55,62,68,68,62,55,58,58,66,81,68,43,62,60,49,48,40,59,60,63,58,8,11,14,15,12,DE
25,190,82,65,71,Right,2,Medium,Medium,57,27,43,45,66,71,28,24,68,54,25,36,29,30,55,56,59,55,44,57,51,39,74,68,80,21,50,66,25,35,42,49,62,68,66,10,10,9,12,7,DE
30,178,85,65,65,Right,2,High,Medium,75,65,57,65,34,72,57,65,60,59,58,63,45,43,55,64,76,74,73,64,67,66,72,71,71,67,75,30,65,62,68,65,36,28,27,12,10,7,8,14,FO
30,181,73,65,65,Right,2,Medium,Low,58,68,53,62,40,54,48,71,65,59,59,60,54,49,49,70,61,55,59,61,61,66,72,51,58,66,45,40,71,49,58,49,34,38,35,15,6,6,14,7,FO
20,186,76,65,76,Right,2,Medium,Medium,64,27,53,59,65,63,57,23,68,62,21,58,39,30,49,60,65,63,55,61,64,32,74,55,68,28,59,61,40,45,41,54,62,70,67,12,9,14,8,12,DE
31,194,93,65,65,Right,1,Medium,Medium,62,63,60,74,24,58,21,17,11,28,19,16,12,12,22,12,25,23,27,63,23,45,38,18,80,19,22,12,16,51,19,31,15,14,12,62,63,60,58,74,GK
31,184,78,65,65,Right,2,Medium,High,76,63,52,63,35,71,46,66,60,57,57,62,48,41,48,61,73,78,69,62,66,64,79,74,71,57,65,30,68,56,61,62,28,38,34,10,8,12,10,13,FO
23,190,80,65,72,Right,2,Medium,Medium,51,23,37,46,66,71,39,18,68,44,22,38,26,18,34,49,53,50,52,59,54,41,65,59,79,17,67,63,24,33,25,61,65,68,65,9,13,15,12,8,DE
28,191,90,65,65,Right,3,Medium,High,68,63,59,64,35,72,54,63,64,64,62,64,65,49,54,69,69,68,57,63,42,65,54,68,81,62,59,35,63,61,56,63,18,42,38,7,15,9,15,10,FO
22,182,78,65,76,Right,3,High,Medium,75,51,57,65,58,59,63,48,42,63,34,68,64,52,53,65,73,76,60,58,61,55,53,70,58,59,51,56,59,42,43,63,62,62,58,10,7,11,13,9,DE
21,178,72,65,76,Right,3,High,Medium,66,58,64,67,55,65,60,52,53,67,49,65,64,54,64,72,65,67,60,62,64,71,56,69,67,64,59,56,58,66,52,68,50,59,57,9,8,14,6,8,MF
22,180,79,65,75,Left,2,Medium,Medium,71,33,48,57,64,71,52,28,64,54,30,55,49,35,45,57,70,72,60,63,62,39,72,65,77,34,65,59,45,39,35,50,65,66,62,7,5,8,7,15,DE
34,177,72,65,65,Left,2,High,Medium,76,59,62,59,61,70,65,53,52,62,50,55,56,66,59,59,73,78,71,62,68,69,73,70,71,67,68,57,58,62,48,60,63,63,61,11,6,7,15,14,DE
27,178,69,65,65,Right,2,Medium,Medium,68,68,59,66,46,58,60,72,64,58,66,68,38,62,60,65,69,68,70,60,66,65,64,34,70,66,55,48,58,62,70,55,41,46,35,13,13,11,9,9,FO
28,178,77,65,65,Right,2,Medium,High,62,60,64,65,58,73,58,55,31,66,60,64,67,59,64,64,57,66,70,66,74,68,56,80,72,62,70,62,65,67,51,68,67,57,50,6,7,15,14,14,MF
21,196,82,65,72,Right,2,Medium,High,49,36,48,42,65,68,39,33,74,64,30,31,29,33,56,56,46,51,40,51,36,50,66,60,74,29,61,61,37,30,31,54,62,68,64,13,12,11,14,11,DE
27,184,74,65,66,Left,2,Medium,Medium,73,58,57,62,63,65,65,59,58,60,48,63,57,41,51,60,74,72,66,56,60,61,61,66,68,58,58,60,65,51,48,58,62,66,64,10,9,7,10,8,DE
